Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
North Midtown,43.7057358,-79.3975669174092,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
North Midtown,43.7057358,-79.3975669174092,Ritz Caribbean Food,43.706485581889645,-79.39976278634985,Caribbean Restaurant
North Midtown,43.7057358,-79.3975669174092,Starbucks,43.707514422521236,-79.39849650745714,Coffee Shop
North Midtown,43.7057358,-79.3975669174092,DAVIDsTEA,43.70976458884342,-79.39894101501558,Tea Room
North Midtown,43.7057358,-79.3975669174092,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
North Midtown,43.7057358,-79.3975669174092,FormoCha,43.707298092598755,-79.39583360320451,Bubble Tea Shop
North Midtown,43.7057358,-79.3975669174092,Chipotle Mexican Grill,43.70815173828545,-79.3982778666589,Mexican Restaurant
North Midtown,43.7057358,-79.3975669174092,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
North Midtown,43.7057358,-79.3975669174092,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
North Midtown,43.7057358,-79.3975669174092,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
North Midtown,43.7057358,-79.3975669174092,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
North Midtown,43.7057358,-79.3975669174092,Cineplex Cinemas Yonge-Eglinton,43.7074639404955,-79.39848424554106,Movie Theater
North Midtown,43.7057358,-79.3975669174092,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
North Midtown,43.7057358,-79.3975669174092,GoodLife Fitness Toronto Dunfield,43.70809256554275,-79.39598114966523,Gym
North Midtown,43.7057358,-79.3975669174092,DeSerres,43.70598785818894,-79.402233380613,Arts & Crafts Store
North Midtown,43.7057358,-79.3975669174092,Cinnabon,43.70610397581247,-79.39868225423287,Bakery
North Midtown,43.7057358,-79.3975669174092,Sip Wine Bar,43.709706559620166,-79.39855751580205,Wine Bar
North Midtown,43.7057358,-79.3975669174092,Snakes & Lattes,43.70687937589194,-79.39664592631574,Gaming Cafe
North Midtown,43.7057358,-79.3975669174092,Pascale Gourmet Deli,43.7099150455182,-79.39906727489948,Deli / Bodega
North Midtown,43.7057358,-79.3975669174092,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
North Midtown,43.7057358,-79.3975669174092,Fox & Firkin,43.70694599029648,-79.39657956584766,Pub
North Midtown,43.7057358,-79.3975669174092,Starbucks,43.70774693757684,-79.39855597511038,Coffee Shop
North Midtown,43.7057358,-79.3975669174092,Solutions,43.708495983032954,-79.39861782755294,Furniture / Home Store
North Midtown,43.7057358,-79.3975669174092,St. Louis Bar and Grill,43.70162144327488,-79.3974049177347,Wings Joint
North Midtown,43.7057358,-79.3975669174092,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
North Midtown,43.7057358,-79.3975669174092,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
North Midtown,43.7057358,-79.3975669174092,Echo Sushi,43.701276209959566,-79.39719155389227,Sushi Restaurant
North Midtown,43.7057358,-79.3975669174092,Duke of Kent,43.707918,-79.398406,Pub
North Midtown,43.7057358,-79.3975669174092,Banh Mi Boys,43.709216793291695,-79.39877705894672,Fast Food Restaurant
North Midtown,43.7057358,-79.3975669174092,Boom Breakfast & Co.,43.70574804800791,-79.4034815216249,Breakfast Spot
North Midtown,43.7057358,-79.3975669174092,B.GOOD,43.707127,-79.395801,Fast Food Restaurant
North Midtown,43.7057358,-79.3975669174092,Booster Juice,43.70750538,-79.39889738,Smoothie Shop
North Midtown,43.7057358,-79.3975669174092,Shoppers Drug Mart,43.70880200888716,-79.39871116866829,Pharmacy
North Midtown,43.7057358,-79.3975669174092,Best Buy,43.71000147945975,-79.39952357682165,Electronics Store
North Midtown,43.7057358,-79.3975669174092,A&W Canada,43.706837,-79.397167,Fast Food Restaurant
North Midtown,43.7057358,-79.3975669174092,Sushi Rock Café,43.709088833260985,-79.39864107618006,Sushi Restaurant
North Midtown,43.7057358,-79.3975669174092,Sweet Jesus,43.70754173994441,-79.39450878233254,Ice Cream Shop
North Midtown,43.7057358,-79.3975669174092,Urban Outfitters,43.707945,-79.398767,Clothing Store
North Midtown,43.7057358,-79.3975669174092,Panago,43.70802010192862,-79.39243579339883,Pizza Place
North Midtown,43.7057358,-79.3975669174092,Gelato Simply Italian,43.702080446732495,-79.39747494399498,Ice Cream Shop
North Midtown,43.7057358,-79.3975669174092,Mandarin Buffet,43.705819315936644,-79.39805055425262,Buffet
North Midtown,43.7057358,-79.3975669174092,Noah's Natural Foods,43.70998028558085,-79.39903038319292,Food & Drink Shop
North Midtown,43.7057358,-79.3975669174092,The Rose and Crown,43.708538504743935,-79.39867483955163,Pub
North Midtown,43.7057358,-79.3975669174092,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
North Midtown,43.7057358,-79.3975669174092,South St. Burger,43.709654865131874,-79.39883266055938,Burger Joint
North Midtown,43.7057358,-79.3975669174092,Paramount,43.70784495624229,-79.39848884607643,Middle Eastern Restaurant
North Midtown,43.7057358,-79.3975669174092,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
North Midtown,43.7057358,-79.3975669174092,EB Games,43.708881444855734,-79.39861098918432,Video Game Store
North Midtown,43.7057358,-79.3975669174092,Tim Hortons,43.707501,-79.3966189,Coffee Shop
North Midtown,43.7057358,-79.3975669174092,Absolute Comedy,43.70851851177598,-79.3987000986895,Comedy Club
North Midtown,43.7057358,-79.3975669174092,Hokkaido Ramen Santouka,43.702137,-79.3972,Ramen Restaurant
North Midtown,43.7057358,-79.3975669174092,Tim Hortons,43.70950707691982,-79.39866169363086,Coffee Shop
North Midtown,43.7057358,-79.3975669174092,Green Papaya,43.71007781554357,-79.39911434264397,Thai Restaurant
North Midtown,43.7057358,-79.3975669174092,Quick Pita,43.707959341587404,-79.39261150810752,Middle Eastern Restaurant
North Midtown,43.7057358,-79.3975669174092,Subway,43.709218,-79.396796,Sandwich Place
North Midtown,43.7057358,-79.3975669174092,Mars Uptown Restaurant,43.70914074608268,-79.39870645885775,Diner
North Midtown,43.7057358,-79.3975669174092,Ho Su Bistro,43.70852862525936,-79.39879501623957,Asian Restaurant
North Midtown,43.7057358,-79.3975669174092,FireFlow Yoga,43.70795487496316,-79.39297599536327,Yoga Studio
Harbord,43.6615225,-79.4097446,Bampot,43.661516901580214,-79.4090529984477,Café
Harbord,43.6615225,-79.4097446,Harbord House,43.66246595195944,-79.40541041671369,Bar
Harbord,43.6615225,-79.4097446,Her Father's Cider Bar + Kitchen,43.66244824890102,-79.40470324675829,Beer Bar
Harbord,43.6615225,-79.4097446,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
Harbord,43.6615225,-79.4097446,Aroma Wellness Clinic and Spa,43.66483011797359,-79.41272601896088,Spa
Harbord,43.6615225,-79.4097446,The Bloor Hot Docs Cinema,43.665499199156656,-79.4103125084796,Indie Movie Theater
Harbord,43.6615225,-79.4097446,Rustle And Still,43.66473385467293,-79.41310970667249,Sandwich Place
Harbord,43.6615225,-79.4097446,Snakes & Lattes,43.66478921378291,-79.41315049188894,Café
Harbord,43.6615225,-79.4097446,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
Harbord,43.6615225,-79.4097446,Midoco Art & Office Supplies,43.66524983686544,-79.41059231104832,Arts & Crafts Store
Harbord,43.6615225,-79.4097446,Rasa,43.662756751275445,-79.40398803188654,Restaurant
Harbord,43.6615225,-79.4097446,Pizza Gigi,43.661848,-79.408287,Pizza Place
Harbord,43.6615225,-79.4097446,Akai Sushi,43.66246971191281,-79.40494572728848,Sushi Restaurant
Harbord,43.6615225,-79.4097446,Sam James Coffee Bar,43.66038644717935,-79.41547598490168,Coffee Shop
Harbord,43.6615225,-79.4097446,Eva's Original Chimneys,43.665608421839806,-79.4090342859261,Ice Cream Shop
Harbord,43.6615225,-79.4097446,Bulk Barn,43.66570828665725,-79.40832293053349,Grocery Store
Harbord,43.6615225,-79.4097446,George's Deli & BBQ,43.664896832155215,-79.41057358529474,Deli / Bodega
Harbord,43.6615225,-79.4097446,Yummy Korean Restaurant,43.664430691694356,-79.41393731132068,Korean Restaurant
Harbord,43.6615225,-79.4097446,Country Style Hungarian Restaurant,43.66562095917719,-79.40897737643422,Eastern European Restaurant
Harbord,43.6615225,-79.4097446,Harbord Bakery & Calandria,43.662519096022976,-79.40444270567404,Bakery
Harbord,43.6615225,-79.4097446,Crafty Coyote,43.66559307383268,-79.40862274504491,Beer Bar
Harbord,43.6615225,-79.4097446,Bite & Sip - Pretzels & Smoothies,43.6650883880936,-79.41135294600984,Bakery
Harbord,43.6615225,-79.4097446,DAVIDsTEA,43.66579011022749,-79.40826968594604,Tea Room
Harbord,43.6615225,-79.4097446,Pho 88,43.6649,-79.412861,Vietnamese Restaurant
Harbord,43.6615225,-79.4097446,Korean Village Restaurant,43.664497913032065,-79.41436726023312,Korean Restaurant
Harbord,43.6615225,-79.4097446,Just You Sarah & Tom,43.66450137913881,-79.41422966456183,Gift Shop
Harbord,43.6615225,-79.4097446,Hanji,43.66456122647888,-79.41400222886392,Paper / Office Supplies Store
Harbord,43.6615225,-79.4097446,Harvest Kitchen,43.662713770749434,-79.40433001263669,Restaurant
Harbord,43.6615225,-79.4097446,Curbside Cycle,43.665820270961284,-79.4079782001808,Bike Shop
Harbord,43.6615225,-79.4097446,Lee's Palace & The Dance Cave,43.66544538237753,-79.40954187360934,Music Venue
Harbord,43.6615225,-79.4097446,Put A Cone On It,43.664323,-79.414514,Ice Cream Shop
Harbord,43.6615225,-79.4097446,Sushi On Bloor,43.665505045846444,-79.40929569454767,Sushi Restaurant
Harbord,43.6615225,-79.4097446,Smoke's Poutinerie,43.66545616271767,-79.40976392061097,Poutine Place
Harbord,43.6615225,-79.4097446,Queen Video,43.66553404183177,-79.40946593630004,Video Store
Harbord,43.6615225,-79.4097446,New Generation Sushi,43.6655190571347,-79.40961907216216,Sushi Restaurant
Harbord,43.6615225,-79.4097446,FLOCK Rotisserie + Greens,43.66263716795857,-79.4037981720113,Comfort Food Restaurant
Harbord,43.6615225,-79.4097446,Chinese Dumpling House 中华饺子楼,43.66451790083401,-79.41412828715735,Chinese Restaurant
Harbord,43.6615225,-79.4097446,Three Star Variety,43.659919379263016,-79.40908535301524,Convenience Store
Harbord,43.6615225,-79.4097446,OJJJ's Variety,43.66055745092745,-79.41291495307885,Grocery Store
Harbord,43.6615225,-79.4097446,Euclid Avenue Parkette,43.65950365023226,-79.41432756336151,Park
Harbord,43.6615225,-79.4097446,Mi Hermano,43.660293,-79.415373,Salon / Barbershop
University of Toronto,43.6635094,-79.3977783616393,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
University of Toronto,43.6635094,-79.3977783616393,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
University of Toronto,43.6635094,-79.3977783616393,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
University of Toronto,43.6635094,-79.3977783616393,Athletic Centre,43.66248699305214,-79.40065676565847,College Gym
University of Toronto,43.6635094,-79.3977783616393,Queen's Park,43.66394609897775,-79.39217952520835,Park
University of Toronto,43.6635094,-79.3977783616393,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
University of Toronto,43.6635094,-79.3977783616393,The Dessert Kitchen,43.66282317865166,-79.40274569154498,Dessert Shop
University of Toronto,43.6635094,-79.3977783616393,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
University of Toronto,43.6635094,-79.3977783616393,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
University of Toronto,43.6635094,-79.3977783616393,Cafe Cancan,43.662735486588865,-79.40344738555669,French Restaurant
University of Toronto,43.6635094,-79.3977783616393,Innis Cafe,43.665401003815745,-79.39971478706231,Café
University of Toronto,43.6635094,-79.3977783616393,Bakka Phoenix Books,43.662958633796144,-79.40260149079198,Bookstore
University of Toronto,43.6635094,-79.3977783616393,L'Espresso Bar Mercurio,43.667607786430985,-79.39920107639665,Café
University of Toronto,43.6635094,-79.3977783616393,Coach House Printing,43.66631964001284,-79.40027745050322,Bookstore
University of Toronto,43.6635094,-79.3977783616393,Innis Town Hall,43.66541957367295,-79.39954635185894,College Arts Building
University of Toronto,43.6635094,-79.3977783616393,Bar Mercurio,43.667428494632084,-79.40032974323994,Restaurant
University of Toronto,43.6635094,-79.3977783616393,The Bata Shoe Museum,43.66741594155602,-79.39996212207879,Museum
University of Toronto,43.6635094,-79.3977783616393,FLOCK Rotisserie + Greens,43.66263716795857,-79.4037981720113,Comfort Food Restaurant
University of Toronto,43.6635094,-79.3977783616393,Hart House Gym,43.66417202442517,-79.39488839857401,Gym
University of Toronto,43.6635094,-79.3977783616393,River Tai Restaurant,43.66290213,-79.403167,Chinese Restaurant
University of Toronto,43.6635094,-79.3977783616393,Second Cup,43.66267187452542,-79.39848816597433,Coffee Shop
University of Toronto,43.6635094,-79.3977783616393,A & C Games,43.66493880046117,-79.40319438893309,Video Game Store
University of Toronto,43.6635094,-79.3977783616393,Chatime 日出茶太,43.667338321102626,-79.4006839362167,Bubble Tea Shop
University of Toronto,43.6635094,-79.3977783616393,Second Cup Coffee Co.,43.66535,-79.398376,Café
University of Toronto,43.6635094,-79.3977783616393,Red Fish Blue Fish Creative Cafe,43.662826909852434,-79.40281748771667,Café
University of Toronto,43.6635094,-79.3977783616393,Magic Noodle,43.66272766027783,-79.4036022699349,Noodle House
University of Toronto,43.6635094,-79.3977783616393,Charlie's Gallery,43.662809819602124,-79.40382164131282,Bar
University of Toronto,43.6635094,-79.3977783616393,Caversham Booksellers,43.662951092179036,-79.40341830253601,Bookstore
University of Toronto,43.6635094,-79.3977783616393,Cafe On Harbord,43.662903,-79.403564,Café
Chinatown,43.6529237,-79.3980316,El Rey,43.652764,-79.400048,Cocktail Bar
Chinatown,43.6529237,-79.3980316,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
Chinatown,43.6529237,-79.3980316,Banh Mi Nguyen Huong,43.653628006211044,-79.3983759881993,Vietnamese Restaurant
Chinatown,43.6529237,-79.3980316,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
Chinatown,43.6529237,-79.3980316,Sonic Boom,43.650858882525974,-79.39698455156606,Record Shop
Chinatown,43.6529237,-79.3980316,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
Chinatown,43.6529237,-79.3980316,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
Chinatown,43.6529237,-79.3980316,Meeplemart,43.65162799198926,-79.39741037259144,Gaming Cafe
Chinatown,43.6529237,-79.3980316,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
Chinatown,43.6529237,-79.3980316,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
Chinatown,43.6529237,-79.3980316,Fudao Noodle House,43.654645274716124,-79.39887355126278,Noodle House
Chinatown,43.6529237,-79.3980316,Little Pebbles,43.654883,-79.400264,Coffee Shop
Chinatown,43.6529237,-79.3980316,Maker Pizza,43.6504011331197,-79.39804047841302,Pizza Place
Chinatown,43.6529237,-79.3980316,Big Trouble,43.653257406110924,-79.39654153390033,Cocktail Bar
Chinatown,43.6529237,-79.3980316,½ oz. Cocktail Emporium,43.653371463735276,-79.40021853715685,Liquor Store
Chinatown,43.6529237,-79.3980316,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
Chinatown,43.6529237,-79.3980316,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
Chinatown,43.6529237,-79.3980316,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
Chinatown,43.6529237,-79.3980316,Cold Tea,43.65419313416817,-79.40107491108753,Bar
Chinatown,43.6529237,-79.3980316,Courage My Love,43.653248372136495,-79.40015802843716,Thrift / Vintage Store
Chinatown,43.6529237,-79.3980316,Dumpling House,43.65386003934455,-79.3985583639792,Dumpling Restaurant
Chinatown,43.6529237,-79.3980316,Rasta Pasta,43.65420716538317,-79.40046891984555,Caribbean Restaurant
Chinatown,43.6529237,-79.3980316,Icha Tea,43.65133601830261,-79.39736984238466,Tea Room
Chinatown,43.6529237,-79.3980316,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
Chinatown,43.6529237,-79.3980316,Dark Horse Espresso Bar,43.65056381026066,-79.39701810600826,Coffee Shop
Chinatown,43.6529237,-79.3980316,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
Chinatown,43.6529237,-79.3980316,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
Chinatown,43.6529237,-79.3980316,Ajisen Ramen 味千拉麵,43.65391272417607,-79.39859327119643,Ramen Restaurant
Chinatown,43.6529237,-79.3980316,Grey Gardens,43.65375932186312,-79.40179994948556,Wine Bar
Chinatown,43.6529237,-79.3980316,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
Chinatown,43.6529237,-79.3980316,Rosewood Chinese Cuisine,43.65317123090316,-79.39670982441321,Chinese Restaurant
Chinatown,43.6529237,-79.3980316,Pho Hung,43.654434,-79.398883,Vietnamese Restaurant
Chinatown,43.6529237,-79.3980316,Hanabusa Cafe,43.654643265757464,-79.40062636492314,Café
Chinatown,43.6529237,-79.3980316,Toronto Popcorn Co,43.65502850858242,-79.39950090464713,Snack Place
Chinatown,43.6529237,-79.3980316,Juicy Dumpling,43.652722483150555,-79.39849796387996,Dumpling Restaurant
Chinatown,43.6529237,-79.3980316,Krudar Muay Thai,43.6528148810904,-79.40136827128343,Martial Arts Dojo
Chinatown,43.6529237,-79.3980316,Handlebar,43.652898792690486,-79.40130476536174,Bar
Chinatown,43.6529237,-79.3980316,Asian Legend 味香村,43.65360271388312,-79.39504693953127,Chinese Restaurant
Chinatown,43.6529237,-79.3980316,Cosmic Treats,43.65400979300167,-79.40180481840171,Vegetarian / Vegan Restaurant
Chinatown,43.6529237,-79.3980316,The Dirty Bird Chicken + Waffles,43.65461198283731,-79.40067408795788,Comfort Food Restaurant
Chinatown,43.6529237,-79.3980316,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
Chinatown,43.6529237,-79.3980316,Maison Close Est. 1888,43.653208,-79.399785,Bistro
Chinatown,43.6529237,-79.3980316,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
Chinatown,43.6529237,-79.3980316,Swatow Restaurant 汕頭小食家,43.65386562507761,-79.39833353339202,Chinese Restaurant
Chinatown,43.6529237,-79.3980316,Hooked,43.6545853262614,-79.40174629702895,Fish Market
Chinatown,43.6529237,-79.3980316,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
Chinatown,43.6529237,-79.3980316,Yummy Yummy Dumpling 口口香餃子館,43.65369918349761,-79.39625877650388,Dumpling Restaurant
Chinatown,43.6529237,-79.3980316,Morals Village 德庄,43.653478325286336,-79.39563324373957,Hotpot Restaurant
Chinatown,43.6529237,-79.3980316,House of Gourmet 滿庭芳,43.653273281195816,-79.39722973434182,Chinese Restaurant
Chinatown,43.6529237,-79.3980316,King's Cafe,43.65427040798248,-79.40189703859198,Vegetarian / Vegan Restaurant
Chinatown,43.6529237,-79.3980316,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
Chinatown,43.6529237,-79.3980316,Pancho's Bakery,43.654750233381165,-79.40210500607643,Bakery
Chinatown,43.6529237,-79.3980316,Our Spot,43.654720214861456,-79.40085899084721,Café
Chinatown,43.6529237,-79.3980316,Fresco's Fish & Chips,43.6541454478424,-79.40180347428756,Fish & Chips Shop
Chinatown,43.6529237,-79.3980316,Pizzeria Via Mercanti,43.65407077215065,-79.40192005863022,Italian Restaurant
Chinatown,43.6529237,-79.3980316,Dim Sum King Seafood Restaurant,43.653430070396446,-79.39553945215319,Dim Sum Restaurant
Chinatown,43.6529237,-79.3980316,Sonic Boom,43.65075801567494,-79.39714776391418,Record Shop
Chinatown,43.6529237,-79.3980316,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
Chinatown,43.6529237,-79.3980316,Thai Country Kitchen,43.65615859831661,-79.39942261134613,Thai Restaurant
Chinatown,43.6529237,-79.3980316,Thirsty and Miserable,43.65456533618983,-79.4015827891908,Beer Bar
Chinatown,43.6529237,-79.3980316,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
Chinatown,43.6529237,-79.3980316,Banh Mi Boys,43.648649805139854,-79.39685914804579,Sandwich Place
Chinatown,43.6529237,-79.3980316,金城超級市場 Lucky Moose Food Mart,43.65365148008927,-79.3944133930438,Grocery Store
Chinatown,43.6529237,-79.3980316,Hotel Ocho,43.649999794212526,-79.39660870907747,Hotel Bar
Chinatown,43.6529237,-79.3980316,Krispy Kreme,43.65583357917441,-79.3994168504878,Donut Shop
Chinatown,43.6529237,-79.3980316,Pow Wow Cafe,43.65410919456478,-79.40177892237044,Taco Place
Chinatown,43.6529237,-79.3980316,Pancho y Emiliano,43.65447207921505,-79.401968986357,Mexican Restaurant
Chinatown,43.6529237,-79.3980316,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store
Chinatown,43.6529237,-79.3980316,Dipped,43.654919660516846,-79.40015425072664,Donut Shop
Chinatown,43.6529237,-79.3980316,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
Chinatown,43.6529237,-79.3980316,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
Chinatown,43.6529237,-79.3980316,Kekou Gelato House,43.648651876492046,-79.39690109356265,Ice Cream Shop
Chinatown,43.6529237,-79.3980316,DAVIDsTEA,43.649101073017896,-79.39489708174436,Tea Room
Chinatown,43.6529237,-79.3980316,Butter Avenue,43.64849710051548,-79.3977987397473,Dessert Shop
Chinatown,43.6529237,-79.3980316,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
Chinatown,43.6529237,-79.3980316,Grange Park,43.652487552998565,-79.39205307540142,Park
Chinatown,43.6529237,-79.3980316,Horseshoe Tavern,43.6493390929762,-79.3959763512841,Music Venue
Chinatown,43.6529237,-79.3980316,Dolce Gelato Kensington,43.655278818606426,-79.40232570967991,Ice Cream Shop
Chinatown,43.6529237,-79.3980316,Anh Dao,43.6562166496578,-79.39926507682435,Vietnamese Restaurant
Chinatown,43.6529237,-79.3980316,New Sky Restaurant 小沙田食家,43.65533674412141,-79.39889716243826,Chinese Restaurant
Chinatown,43.6529237,-79.3980316,Buddha's Vegetarian,43.65190355922526,-79.40331176640306,Vegetarian / Vegan Restaurant
Chinatown,43.6529237,-79.3980316,Ronnie's Local 069,43.65510395092381,-79.40267546214012,Bar
Chinatown,43.6529237,-79.3980316,Petit Nuage,43.65171670538228,-79.40399906956775,Dessert Shop
Chinatown,43.6529237,-79.3980316,Nu Bügel,43.65554660380164,-79.40252785873975,Bagel Shop
Chinatown,43.6529237,-79.3980316,Bunner's Bake Shop,43.655655031503564,-79.40246748520138,Bakery
Chinatown,43.6529237,-79.3980316,Bellevue Square Park,43.653610211432564,-79.40219872192313,Park
Chinatown,43.6529237,-79.3980316,EB Games,43.6489361368077,-79.3953942781761,Video Game Store
Chinatown,43.6529237,-79.3980316,Lush,43.64945931504611,-79.39413651823997,Cosmetics Shop
Chinatown,43.6529237,-79.3980316,Greens Vegetarian Restaurant,43.652033704026216,-79.40238187213345,Vegetarian / Vegan Restaurant
Chinatown,43.6529237,-79.3980316,One Zo Tapioca,43.65660806239219,-79.39942623739408,Bubble Tea Shop
Chinatown,43.6529237,-79.3980316,Jumbo Empanadas,43.65483086424975,-79.40209828955608,Café
Chinatown,43.6529237,-79.3980316,Blue Banana Market,43.65566895683622,-79.40255063337135,Furniture / Home Store
Chinatown,43.6529237,-79.3980316,The Cameron House,43.648617,-79.39757,Bar
Chinatown,43.6529237,-79.3980316,Top Gun Steak,43.65503882315101,-79.40216670893439,Sandwich Place
Chinatown,43.6529237,-79.3980316,Saffron Spice Kitchen,43.648568280297056,-79.39728377466099,Sri Lankan Restaurant
Chinatown,43.6529237,-79.3980316,Mother's Dumplings,43.65710501801941,-79.39955196237875,Dumpling Restaurant
Chinatown,43.6529237,-79.3980316,Basil Box,43.64873189146827,-79.39623046744899,Asian Restaurant
Chinatown,43.6529237,-79.3980316,I Deal Coffee,43.65505778213131,-79.40325401691655,Coffee Shop
Chinatown,43.6529237,-79.3980316,KINTON RAMEN,43.648705139567284,-79.39728052502396,Ramen Restaurant
Chinatown,43.6529237,-79.3980316,lululemon athletica,43.6494799,-79.39437,Sporting Goods Shop
Kensington Market,43.6552136,-79.4022604,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
Kensington Market,43.6552136,-79.4022604,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
Kensington Market,43.6552136,-79.4022604,Little Pebbles,43.654883,-79.400264,Coffee Shop
Kensington Market,43.6552136,-79.4022604,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
Kensington Market,43.6552136,-79.4022604,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
Kensington Market,43.6552136,-79.4022604,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
Kensington Market,43.6552136,-79.4022604,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
Kensington Market,43.6552136,-79.4022604,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
Kensington Market,43.6552136,-79.4022604,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
Kensington Market,43.6552136,-79.4022604,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
Kensington Market,43.6552136,-79.4022604,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
Kensington Market,43.6552136,-79.4022604,Cold Tea,43.65419313416817,-79.40107491108753,Bar
Kensington Market,43.6552136,-79.4022604,Café Pamenar,43.65667776586101,-79.402821713777,Café
Kensington Market,43.6552136,-79.4022604,The Planet Traveler,43.657202,-79.403568,Hostel
Kensington Market,43.6552136,-79.4022604,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
Kensington Market,43.6552136,-79.4022604,Grey Gardens,43.65375932186312,-79.40179994948556,Wine Bar
Kensington Market,43.6552136,-79.4022604,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
Kensington Market,43.6552136,-79.4022604,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
Kensington Market,43.6552136,-79.4022604,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
Kensington Market,43.6552136,-79.4022604,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
Kensington Market,43.6552136,-79.4022604,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
Kensington Market,43.6552136,-79.4022604,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
Kensington Market,43.6552136,-79.4022604,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
Kensington Market,43.6552136,-79.4022604,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
Kensington Market,43.6552136,-79.4022604,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
Kensington Market,43.6552136,-79.4022604,Pancho's Bakery,43.654750233381165,-79.40210500607643,Bakery
Kensington Market,43.6552136,-79.4022604,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
Kensington Market,43.6552136,-79.4022604,Hooked,43.6545853262614,-79.40174629702895,Fish Market
Kensington Market,43.6552136,-79.4022604,Cosmic Treats,43.65400979300167,-79.40180481840171,Vegetarian / Vegan Restaurant
